activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC007159,2025-12-25,A0289,RM008,Intro Call,Global Infrastructure Partners IV,Infrastructure,68,Yes,Yes,22.0,52
AC007160,2025-12-20,A0033,RM009,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,65,No,No,,33
AC007161,2025-07-10,A0342,RM003,Product Education,Direct Lending Income Fund V,Private Credit,56,Yes,Yes,28.0,20
AC007162,2025-09-06,A0046,RM009,Intro Call,Real Estate Income Fund II,Real Estate,63,No,No,,23
AC007163,2026-02-26,A0099,RM001,Follow-up Call,Direct Lending Income Fund V,Private Credit,75,No,No,,28
AC007164,2025-06-27,A0399,RM006,Portfolio Review,Real Estate Income Fund II,Real Estate,56,Yes,No,11.0,73
AC007165,2026-04-15,A0071,RM003,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,53,Yes,Yes,14.0,61
AC007166,2025-06-02,A0035,RM002,Follow-up Call,Direct Lending Income Fund V,Private Credit,48,No,No,,26
AC007167,2025-06-20,A0258,RM009,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,66,Yes,Yes,16.0,57
AC007168,2026-02-07,A0154,RM002,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,46,No,No,,34
AC007169,2025-11-02,A0033,RM009,Portfolio Review,Real Estate Income Fund II,Real Estate,71,Yes,Yes,20.0,96
AC007170,2025-05-21,A0003,RM001,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,55,Yes,No,29.0,99
AC007171,2025-05-01,A0031,RM010,In-person Meeting,Direct Lending Income Fund V,Private Credit,80,Yes,Yes,11.0,69
AC007172,2026-03-16,A0206,RM004,Follow-up Call,Direct Lending Income Fund V,Private Credit,65,Yes,Yes,10.0,54
AC007173,2026-04-23,A0088,RM014,Follow-up Call,Direct Lending Income Fund V,Private Credit,49,No,No,,22
AC007174,2025-11-02,A0317,RM011,Webinar,Real Estate Income Fund II,Real Estate,67,Yes,Yes,24.0,50
AC007175,2026-02-02,A0343,RM004,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,68,Yes,Yes,19.0,27
AC007176,2025-05-18,A0052,RM006,Due Diligence Meeting,Growth Equity Partners III,Private Equity,89,No,No,,23
AC007177,2025-07-05,A0128,RM002,Intro Call,Real Estate Income Fund II,Real Estate,62,No,No,,13
AC007178,2025-12-02,A0052,RM006,Portfolio Review,Growth Equity Partners III,Private Equity,73,Yes,No,6.0,82
AC007179,2025-12-11,A0108,RM008,Webinar,Senior Direct Lending Fund VI,Private Credit,53,Yes,Yes,22.0,65
AC007180,2025-09-06,A0092,RM009,In-person Meeting,Growth Equity Partners III,Private Equity,69,Yes,Yes,27.0,84
AC007181,2025-12-28,A0322,RM006,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,35,No,No,,30
AC007182,2025-11-06,A0133,RM014,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,94,Yes,No,10.0,94
AC007183,2025-09-03,A0198,RM014,Product Education,Opportunistic Credit Fund II,Private Credit,83,No,No,,21
AC007184,2025-07-01,A0274,RM001,In-person Meeting,Opportunistic Credit Fund II,Private Credit,54,Yes,Yes,27.0,77
AC007185,2025-11-05,A0333,RM006,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,58,Yes,Yes,9.0,81
AC007186,2025-09-22,A0115,RM012,Follow-up Call,Direct Lending Income Fund V,Private Credit,74,Yes,Yes,10.0,41
AC007187,2026-04-25,A0076,RM007,Product Education,Opportunistic Credit Fund II,Private Credit,76,Yes,Yes,27.0,44
AC007188,2025-12-30,A0396,RM016,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,60,No,No,,73
AC007189,2025-12-09,A0121,RM010,Follow-up Call,Direct Lending Income Fund V,Private Credit,62,No,No,,27
AC007190,2025-06-21,A0273,RM012,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,61,Yes,Yes,3.0,45
AC007191,2025-07-28,A0276,RM005,Product Education,Direct Lending Income Fund V,Private Credit,77,Yes,Yes,3.0,33
AC007192,2026-01-14,A0203,RM006,Follow-up Call,Real Estate Income Fund II,Real Estate,64,Yes,Yes,29.0,21
AC007193,2025-07-28,A0087,RM013,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,55,Yes,Yes,6.0,40
AC007194,2025-07-12,A0050,RM015,Portfolio Review,Real Estate Income Fund II,Real Estate,49,No,No,,81
AC007195,2025-05-24,A0195,RM005,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,63,Yes,Yes,25.0,33
AC007196,2026-04-27,A0203,RM006,Follow-up Call,Growth Equity Partners III,Private Equity,67,Yes,No,29.0,30
AC007197,2025-10-19,A0316,RM001,Product Education,Global Infrastructure Partners IV,Infrastructure,62,No,No,,46
AC007198,2025-07-12,A0288,RM015,Intro Call,Value-Add Real Estate Fund IV,Real Estate,42,No,No,,42
AC007199,2025-10-29,A0365,RM011,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,56,Yes,Yes,3.0,39
AC007200,2025-10-04,A0390,RM001,In-person Meeting,Direct Lending Income Fund V,Private Credit,81,Yes,Yes,3.0,62
AC007201,2026-04-12,A0296,RM001,Product Education,Core Infrastructure Income Fund III,Infrastructure,52,No,No,,34
AC007202,2026-02-18,A0030,RM009,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,100,Yes,Yes,5.0,77
AC007203,2026-01-02,A0158,RM007,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,66,Yes,Yes,29.0,98
AC007204,2026-01-14,A0245,RM010,Webinar,Value-Add Real Estate Fund IV,Real Estate,78,Yes,Yes,15.0,48
AC007205,2026-03-18,A0237,RM008,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,45,Yes,Yes,16.0,58
AC007206,2026-03-24,A0065,RM005,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,79,Yes,No,22.0,47
AC007207,2025-08-05,A0233,RM004,Intro Call,Real Estate Income Fund II,Real Estate,40,No,No,,42
AC007208,2025-11-29,A0136,RM010,Product Education,Value-Add Real Estate Fund IV,Real Estate,54,Yes,No,21.0,31
AC007209,2025-07-16,A0129,RM011,Portfolio Review,Direct Lending Income Fund V,Private Credit,62,Yes,No,22.0,89
AC007210,2025-07-12,A0338,RM007,Follow-up Call,Direct Lending Income Fund V,Private Credit,56,Yes,Yes,26.0,44
AC007211,2025-06-18,A0169,RM010,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,87,Yes,No,8.0,68
AC007212,2026-01-15,A0209,RM010,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,54,Yes,Yes,18.0,37
AC007213,2026-01-23,A0226,RM006,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,81,Yes,Yes,22.0,65
AC007214,2025-12-16,A0226,RM006,Product Education,Global Infrastructure Partners IV,Infrastructure,81,No,No,,47
AC007215,2025-10-25,A0078,RM016,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,83,Yes,Yes,29.0,24
AC007216,2025-07-04,A0239,RM003,Intro Call,Real Estate Income Fund II,Real Estate,46,No,No,,43
AC007217,2025-08-03,A0127,RM014,Intro Call,Global Infrastructure Partners IV,Infrastructure,72,No,No,,12
AC007218,2025-06-19,A0265,RM001,Portfolio Review,Growth Equity Partners III,Private Equity,84,Yes,No,10.0,68
AC007219,2025-07-06,A0052,RM006,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,89,Yes,Yes,16.0,84
AC007220,2025-05-13,A0399,RM006,Webinar,Real Estate Income Fund II,Real Estate,30,Yes,Yes,25.0,41
AC007221,2026-01-29,A0314,RM016,Webinar,Opportunistic Real Estate Fund VI,Real Estate,37,No,No,,42
AC007222,2026-01-21,A0166,RM013,Product Education,Private Equity Buyout Fund VII,Private Equity,75,No,No,,35
AC007223,2025-07-29,A0115,RM012,Webinar,Private Equity Buyout Fund VII,Private Equity,46,Yes,No,10.0,55
AC007224,2026-03-01,A0150,RM006,Intro Call,Growth Equity Partners III,Private Equity,60,Yes,Yes,6.0,47
AC007225,2025-12-14,A0294,RM012,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,65,Yes,Yes,26.0,102
AC007226,2025-07-28,A0265,RM001,Intro Call,Growth Equity Partners III,Private Equity,29,No,No,,33
AC007227,2026-03-09,A0285,RM011,Follow-up Call,Direct Lending Income Fund V,Private Credit,63,Yes,No,21.0,42
AC007228,2025-06-03,A0353,RM004,Intro Call,Opportunistic Credit Fund II,Private Credit,75,Yes,Yes,10.0,38
AC007229,2025-10-27,A0183,RM014,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,44,No,No,,27
AC007230,2026-02-14,A0273,RM012,Intro Call,Growth Equity Partners III,Private Equity,74,No,No,,33
AC007231,2025-12-29,A0176,RM003,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,81,No,No,,52
AC007232,2025-07-02,A0258,RM009,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,69,Yes,Yes,9.0,81
AC007233,2025-10-01,A0190,RM009,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,61,Yes,No,4.0,24
AC007234,2025-05-26,A0317,RM011,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,69,Yes,No,17.0,56
AC007235,2025-05-18,A0004,RM016,Intro Call,Real Estate Income Fund II,Real Estate,46,No,No,,25
AC007236,2025-06-16,A0078,RM016,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,91,Yes,Yes,20.0,62
AC007237,2026-02-05,A0112,RM013,Intro Call,Private Equity Buyout Fund VII,Private Equity,59,Yes,Yes,3.0,10
AC007238,2025-08-19,A0380,RM003,Product Education,Opportunistic Credit Fund II,Private Credit,70,Yes,Yes,5.0,23
AC007239,2026-02-21,A0201,RM008,Intro Call,Opportunistic Credit Fund II,Private Credit,63,No,No,,27
AC007240,2025-10-17,A0142,RM013,Intro Call,Growth Equity Partners III,Private Equity,63,Yes,Yes,2.0,27
AC007241,2026-04-17,A0158,RM007,Webinar,Opportunistic Credit Fund II,Private Credit,31,Yes,Yes,19.0,46
AC007242,2025-11-26,A0182,RM013,Intro Call,Senior Direct Lending Fund VI,Private Credit,26,Yes,Yes,13.0,47
AC007243,2025-06-04,A0344,RM001,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,82,Yes,Yes,26.0,57
AC007244,2025-08-22,A0387,RM006,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,62,No,No,,70
AC007245,2025-07-24,A0341,RM002,Webinar,Opportunistic Credit Fund II,Private Credit,51,Yes,Yes,16.0,46
AC007246,2025-11-24,A0340,RM016,Webinar,Value-Add Real Estate Fund IV,Real Estate,60,Yes,Yes,23.0,50
AC007247,2025-05-01,A0072,RM009,Intro Call,Direct Lending Income Fund V,Private Credit,76,Yes,Yes,4.0,47
AC007248,2025-07-30,A0102,RM002,Portfolio Review,Real Estate Income Fund II,Real Estate,62,Yes,Yes,20.0,99
AC007249,2025-12-22,A0239,RM003,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,49,Yes,No,15.0,22
AC007250,2025-11-21,A0265,RM001,In-person Meeting,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,29.0,84
AC007251,2025-05-12,A0074,RM008,Webinar,Senior Direct Lending Fund VI,Private Credit,41,No,No,,58
AC007252,2026-02-13,A0305,RM007,Intro Call,Senior Direct Lending Fund VI,Private Credit,59,Yes,No,12.0,47
AC007253,2025-09-14,A0072,RM009,Intro Call,Real Estate Income Fund II,Real Estate,65,Yes,Yes,19.0,44
AC007254,2025-11-18,A0099,RM001,In-person Meeting,Real Estate Income Fund II,Real Estate,97,Yes,Yes,6.0,97
AC007255,2025-07-30,A0117,RM010,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,49,No,No,,83
AC007256,2025-08-12,A0341,RM002,Follow-up Call,Real Estate Income Fund II,Real Estate,80,Yes,No,20.0,16
AC007257,2025-11-12,A0297,RM006,Product Education,Global Infrastructure Partners IV,Infrastructure,65,Yes,Yes,11.0,17
AC007258,2025-06-02,A0211,RM006,Product Education,Global Infrastructure Partners IV,Infrastructure,98,Yes,Yes,5.0,23
AC007259,2025-11-17,A0333,RM006,Product Education,Value-Add Real Estate Fund IV,Real Estate,51,No,No,,15
AC007260,2025-08-17,A0329,RM001,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,47,No,No,,49
AC007261,2025-11-10,A0151,RM003,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,75,No,No,,33
AC007262,2025-08-09,A0319,RM014,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,88,No,No,,86
AC007263,2025-05-26,A0075,RM001,Intro Call,Core Infrastructure Income Fund III,Infrastructure,49,Yes,Yes,3.0,23
AC007264,2025-05-02,A0200,RM007,Follow-up Call,Real Estate Income Fund II,Real Estate,75,Yes,Yes,2.0,38
AC007265,2026-03-24,A0042,RM009,Intro Call,Senior Direct Lending Fund VI,Private Credit,58,No,No,,36
AC007266,2026-04-16,A0172,RM009,Follow-up Call,Opportunistic Credit Fund II,Private Credit,42,Yes,Yes,4.0,46
AC007267,2025-06-16,A0205,RM014,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,57,No,No,,39
AC007268,2026-03-17,A0031,RM010,Follow-up Call,Opportunistic Credit Fund II,Private Credit,62,No,No,,37
AC007269,2025-05-13,A0186,RM006,Webinar,Opportunistic Credit Fund II,Private Credit,72,Yes,Yes,3.0,60
AC007270,2026-02-10,A0263,RM014,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,65,No,No,,99
AC007271,2025-07-15,A0249,RM001,Intro Call,Direct Lending Income Fund V,Private Credit,64,Yes,No,27.0,19
AC007272,2026-04-09,A0024,RM008,Portfolio Review,Opportunistic Credit Fund II,Private Credit,59,Yes,Yes,11.0,93
AC007273,2025-12-30,A0034,RM014,Intro Call,Value-Add Real Estate Fund IV,Real Estate,59,Yes,No,27.0,37
AC007274,2025-09-21,A0137,RM008,Portfolio Review,Direct Lending Income Fund V,Private Credit,53,No,No,,72
AC007275,2025-07-05,A0341,RM002,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,84,Yes,Yes,29.0,64
AC007276,2025-07-22,A0345,RM016,Product Education,Global Infrastructure Partners IV,Infrastructure,81,Yes,Yes,2.0,44
AC007277,2025-06-20,A0118,RM013,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,54,Yes,Yes,15.0,88
AC007278,2026-01-15,A0293,RM001,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,69,No,No,,28
AC007279,2025-08-27,A0232,RM012,Webinar,Senior Direct Lending Fund VI,Private Credit,44,No,No,,48
AC007280,2025-07-10,A0397,RM013,Intro Call,Senior Direct Lending Fund VI,Private Credit,42,No,No,,30
AC007281,2025-12-27,A0034,RM014,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,58,No,No,,14
AC007282,2025-12-11,A0220,RM015,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,82,Yes,No,24.0,22
AC007283,2025-10-03,A0237,RM008,Intro Call,Senior Direct Lending Fund VI,Private Credit,37,Yes,No,29.0,26
AC007284,2026-03-06,A0117,RM010,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,64,Yes,No,13.0,65
AC007285,2026-04-14,A0022,RM003,Product Education,Global Infrastructure Partners IV,Infrastructure,69,No,No,,35
AC007286,2026-04-21,A0024,RM008,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,55,Yes,Yes,20.0,66
AC007287,2026-04-07,A0183,RM014,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,35,No,No,,39
AC007288,2025-05-12,A0280,RM004,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,80,Yes,Yes,20.0,78
AC007289,2025-05-15,A0285,RM011,Product Education,Global Infrastructure Partners IV,Infrastructure,65,No,No,,32
AC007290,2025-06-05,A0065,RM005,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,100,Yes,No,15.0,86
AC007291,2025-09-19,A0343,RM004,Product Education,Global Infrastructure Partners IV,Infrastructure,85,Yes,Yes,14.0,19
AC007292,2025-05-31,A0146,RM016,Webinar,Opportunistic Real Estate Fund VI,Real Estate,70,No,No,,65
AC007293,2025-08-30,A0388,RM012,Webinar,Core Infrastructure Income Fund III,Infrastructure,50,Yes,Yes,26.0,72
AC007294,2026-03-29,A0042,RM009,In-person Meeting,Growth Equity Partners III,Private Equity,68,Yes,Yes,16.0,48
AC007295,2025-06-01,A0339,RM004,Follow-up Call,Opportunistic Credit Fund II,Private Credit,50,Yes,Yes,25.0,30
AC007296,2025-12-30,A0363,RM012,Intro Call,Direct Lending Income Fund V,Private Credit,64,Yes,No,26.0,34
AC007297,2025-07-05,A0333,RM006,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,63,Yes,Yes,29.0,76
AC007298,2026-03-14,A0327,RM004,In-person Meeting,Opportunistic Credit Fund II,Private Credit,69,No,No,,62
AC007299,2025-12-02,A0142,RM013,Intro Call,Private Equity Buyout Fund VII,Private Equity,61,No,No,,35
AC007300,2025-06-06,A0289,RM008,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,77,Yes,Yes,5.0,73
AC007301,2025-08-08,A0233,RM004,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,62,Yes,Yes,12.0,75
AC007302,2025-12-28,A0171,RM016,Intro Call,Private Equity Buyout Fund VII,Private Equity,49,Yes,No,23.0,47
AC007303,2025-09-23,A0399,RM006,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,62,Yes,No,19.0,73
AC007304,2025-06-22,A0110,RM003,Product Education,Growth Equity Partners III,Private Equity,45,Yes,No,12.0,46
AC007305,2025-06-24,A0165,RM011,Follow-up Call,Growth Equity Partners III,Private Equity,78,Yes,No,21.0,48
AC007306,2026-03-10,A0362,RM014,Intro Call,Private Equity Buyout Fund VII,Private Equity,52,No,No,,48
AC007307,2026-03-31,A0108,RM008,Follow-up Call,Opportunistic Credit Fund II,Private Credit,40,No,No,,39
AC007308,2025-12-14,A0054,RM003,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,62,No,No,,14
AC007309,2025-09-11,A0118,RM013,Webinar,Real Estate Income Fund II,Real Estate,38,No,No,,38
AC007310,2026-02-14,A0308,RM003,In-person Meeting,Direct Lending Income Fund V,Private Credit,48,No,No,,62
AC007311,2025-08-06,A0343,RM004,Webinar,Real Estate Income Fund II,Real Estate,65,Yes,No,19.0,48
AC007312,2025-07-03,A0041,RM008,Due Diligence Meeting,Growth Equity Partners III,Private Equity,82,No,No,,71
AC007313,2025-06-30,A0250,RM010,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,74,Yes,Yes,8.0,39
AC007314,2025-12-09,A0228,RM009,Follow-up Call,Growth Equity Partners III,Private Equity,76,Yes,Yes,19.0,10
AC007315,2025-08-01,A0272,RM012,Webinar,Core Infrastructure Income Fund III,Infrastructure,49,No,No,,47
AC007316,2025-07-05,A0273,RM012,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,85,Yes,Yes,24.0,120
AC007317,2025-06-21,A0386,RM003,In-person Meeting,Direct Lending Income Fund V,Private Credit,100,Yes,Yes,22.0,77
AC007318,2025-05-13,A0134,RM006,Intro Call,Core Infrastructure Income Fund III,Infrastructure,56,No,No,,43
AC007319,2025-07-07,A0113,RM003,Intro Call,Global Infrastructure Partners IV,Infrastructure,49,Yes,No,16.0,37
AC007320,2025-11-01,A0233,RM004,Follow-up Call,Growth Equity Partners III,Private Equity,53,No,No,,18
AC007321,2026-01-11,A0173,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,51,No,No,,44
AC007322,2025-09-20,A0189,RM015,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,55,Yes,No,12.0,57
AC007323,2025-07-15,A0029,RM002,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,82,Yes,No,15.0,69
AC007324,2025-10-12,A0052,RM006,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,69,Yes,Yes,24.0,39
AC007325,2025-11-03,A0374,RM009,Webinar,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,7.0,45
AC007326,2025-06-08,A0028,RM011,Intro Call,Private Equity Buyout Fund VII,Private Equity,48,Yes,No,18.0,39
AC007327,2025-12-28,A0237,RM008,In-person Meeting,Real Estate Income Fund II,Real Estate,64,No,No,,85
AC007328,2025-08-21,A0307,RM014,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,50,Yes,No,27.0,81
AC007329,2026-04-17,A0007,RM004,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,85,Yes,Yes,11.0,35
AC007330,2025-11-03,A0083,RM012,Webinar,Growth Equity Partners III,Private Equity,30,No,No,,40
AC007331,2025-09-12,A0146,RM016,Webinar,Senior Direct Lending Fund VI,Private Credit,61,Yes,Yes,3.0,40
AC007332,2025-08-25,A0201,RM008,In-person Meeting,Opportunistic Credit Fund II,Private Credit,99,Yes,Yes,10.0,110
AC007333,2026-01-05,A0130,RM009,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,95,No,No,,26
AC007334,2026-04-18,A0261,RM005,Webinar,Opportunistic Credit Fund II,Private Credit,50,Yes,Yes,17.0,50
AC007335,2025-06-30,A0086,RM003,Webinar,Opportunistic Real Estate Fund VI,Real Estate,54,Yes,Yes,27.0,38
AC007336,2026-01-23,A0014,RM013,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,48,No,No,,35
AC007337,2025-12-12,A0001,RM006,Webinar,Global Infrastructure Partners IV,Infrastructure,51,Yes,Yes,18.0,45
AC007338,2025-08-12,A0133,RM014,Follow-up Call,Real Estate Income Fund II,Real Estate,77,Yes,Yes,5.0,22
AC007339,2025-05-03,A0142,RM013,Portfolio Review,Opportunistic Credit Fund II,Private Credit,69,Yes,No,10.0,114
AC007340,2025-08-20,A0382,RM010,Product Education,Core Infrastructure Income Fund III,Infrastructure,88,Yes,Yes,24.0,25
AC007341,2025-12-11,A0021,RM010,In-person Meeting,Growth Equity Partners III,Private Equity,75,Yes,No,13.0,72
AC007342,2025-05-11,A0211,RM006,In-person Meeting,Opportunistic Credit Fund II,Private Credit,91,Yes,Yes,22.0,91
AC007343,2026-03-12,A0232,RM012,Webinar,Value-Add Real Estate Fund IV,Real Estate,50,No,No,,42
AC007344,2026-03-17,A0283,RM010,Intro Call,Value-Add Real Estate Fund IV,Real Estate,51,No,No,,35
AC007345,2025-07-22,A0258,RM009,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,72,No,No,,78
